group_name,metric,n,mean,std,ci_lower,ci_upper
human,human_center_distance,2000,270.7512072698095,54.57304037803791,268.52771711952045,273.11497769779254
human,human_entropy,2000,6.079068017482758,0.12175013929482405,6.073822035562992,6.08414917434454
human,human_num_peaks,2000,3.7435,2.54714579988326,3.6345,3.856
