category,image,model_entropy,model_center_distance,model_num_peaks,model_nss,model_cc,model_auc
Action,001,13.587533950805664,265.9974553741142,1,2.2212719917297363,0.579825664698988,0.8979122638702393
Action,003,13.587533950805664,265.9974553741142,1,1.3849914073944092,0.45925149331163967,0.8337153196334839
Action,005,13.587533950805664,265.9974553741142,1,2.085524320602417,0.5319208777102687,0.8808174133300781
Action,007,13.587533950805664,265.9974553741142,1,1.6812130212783813,0.5699732052704712,0.8620733022689819
Action,009,13.587533950805664,265.9974553741142,1,1.918290615081787,0.5316466447733803,0.8634338974952698
Action,011,13.587533950805664,265.9974553741142,1,1.5228782892227173,0.41862775577717143,0.8212857842445374
Action,013,13.587533950805664,265.9974553741142,1,1.4448496103286743,0.5082148137577123,0.8434716463088989
Action,015,13.587533950805664,265.9974553741142,1,1.8600726127624512,0.5326273269120784,0.8678321242332458
Action,017,13.587533950805664,265.9974553741142,1,1.408116340637207,0.45450543362053386,0.8390344381332397
Action,019,13.587533950805664,265.9974553741142,1,1.3491605520248413,0.506543688367402,0.8077947497367859
Action,021,13.587533950805664,265.9974553741142,1,1.3109709024429321,0.5125028697213803,0.7884112596511841
Action,023,13.587533950805664,265.9974553741142,1,1.3410189151763916,0.44271445906391355,0.7759564518928528
Action,025,13.587533950805664,265.9974553741142,1,1.379515528678894,0.49363264554608455,0.7824898362159729
Action,027,13.587533950805664,265.9974553741142,1,1.2350986003875732,0.4518720054321097,0.8148343563079834
Action,029,13.587533950805664,265.9974553741142,1,1.5752142667770386,0.4896466091778784,0.8369613289833069
Action,031,13.587533950805664,265.9974553741142,1,1.5666872262954712,0.555661024316036,0.7894872426986694
Action,033,13.587533950805664,265.9974553741142,1,1.9856027364730835,0.5549305571192422,0.8770274519920349
Action,035,13.587533950805664,265.9974553741142,1,1.2453055381774902,0.4935849548200417,0.7971145510673523
Action,037,13.587533950805664,265.9974553741142,1,1.521641731262207,0.519433535534272,0.8388453125953674
Action,039,13.587533950805664,265.9974553741142,1,1.9922987222671509,0.625249846153326,0.8991262912750244
Action,041,13.587533950805664,265.9974553741142,1,2.5292861461639404,0.5483625641925581,0.9264087080955505
Action,043,13.587533950805664,265.9974553741142,1,1.953497052192688,0.5524097712536333,0.8966454863548279
Action,045,13.587533950805664,265.9974553741142,1,2.349240779876709,0.502487443706532,0.9175318479537964
Action,047,13.587533950805664,265.9974553741142,1,2.447666883468628,0.47602460918960565,0.9347001314163208
Action,049,13.587533950805664,265.9974553741142,1,2.497032642364502,0.5106683005339447,0.925532341003418
Action,051,13.587533950805664,265.9974553741142,1,1.5296005010604858,0.5954233099346866,0.8497164845466614
Action,053,13.587533950805664,265.9974553741142,1,1.830190658569336,0.5621826365460835,0.8564292192459106
Action,055,13.587533950805664,265.9974553741142,1,1.6258749961853027,0.6013392170731885,0.871924638748169
Action,057,13.587533950805664,265.9974553741142,1,1.6980067491531372,0.6428156919149689,0.8427311778068542
Action,059,13.587533950805664,265.9974553741142,1,1.226833462715149,0.41837598749909827,0.8143656253814697
Action,061,13.587533950805664,265.9974553741142,1,2.183505058288574,0.5522250655998839,0.9126735925674438
Action,063,13.587533950805664,265.9974553741142,1,1.2229050397872925,0.49829392371466863,0.7664097547531128
Action,065,13.587533950805664,265.9974553741142,1,2.7519681453704834,0.5467214457684115,0.9207972884178162
Action,067,13.587533950805664,265.9974553741142,1,2.225648880004883,0.6214257746873898,0.8968122601509094
Action,069,13.587533950805664,265.9974553741142,1,2.2993545532226562,0.5861319867029668,0.9016233086585999
Action,071,13.587533950805664,265.9974553741142,1,1.3867006301879883,0.5183964241186781,0.7822635173797607
Action,073,13.587533950805664,265.9974553741142,1,2.2946066856384277,0.5785843053964285,0.8947070837020874
