model_name,category,benchmark_metric,structural_metric,spearman_rho,p_value,n_pairs
deepgazeiie,Object,model_nss,delta_center_distance,0.11960784313725492,0.49373890377186136,35
deepgazeiie,Object,model_cc,delta_entropy,-0.3019607843137255,0.07790729593357243,35
deepgazeiie,Object,model_cc,delta_num_peaks,-0.03923961119323458,0.8229130548557951,35
deepgazeiie,Object,model_cc,delta_center_distance,-0.005322128851540616,0.9757936529576228,35
deepgazeiie,Object,model_auc,delta_entropy,-0.3899159663865546,0.020585909016191416,35
deepgazeiie,Object,model_auc,delta_num_peaks,0.03909743868891127,0.8235445757302223,35
deepgazeiie,Object,model_auc,delta_center_distance,-0.04761904761904762,0.7858981617773171,35
deepgazeiie,OutdoorManMade,model_nss,delta_entropy,-0.4557422969187675,0.00593581134671078,35
deepgazeiie,OutdoorManMade,model_nss,delta_num_peaks,-0.2956175592512913,0.08468005995907198,35
deepgazeiie,OutdoorManMade,model_nss,delta_center_distance,-0.334733893557423,0.04935546610859467,35
deepgazeiie,OutdoorManMade,model_cc,delta_entropy,-0.365826330532213,0.03068002122049488,35
deepgazeiie,OutdoorManMade,model_cc,delta_num_peaks,-0.299842679202477,0.08012035133553573,35
deepgazeiie,OutdoorManMade,model_cc,delta_center_distance,-0.3291316526610644,0.053529046508564694,35
deepgazeiie,OutdoorManMade,model_auc,delta_entropy,-0.4120448179271709,0.013911883982062261,35
deepgazeiie,OutdoorManMade,model_auc,delta_num_peaks,-0.1564702755255763,0.36938893228427816,35
deepgazeiie,OutdoorManMade,model_auc,delta_center_distance,-0.48627450980392156,0.0030583012331011155,35
deepgazeiie,OutdoorNatural,model_nss,delta_entropy,-0.25238095238095243,0.1435553937715689,35
deepgazeiie,OutdoorNatural,model_nss,delta_num_peaks,0.04897122161426807,0.779965905958881,35
deepgazeiie,OutdoorNatural,model_nss,delta_center_distance,-0.3966386554621849,0.01832381585717595,35
deepgazeiie,OutdoorNatural,model_cc,delta_entropy,-0.10056022408963586,0.5654424530684476,35
deepgazeiie,OutdoorNatural,model_cc,delta_num_peaks,0.25558179349694377,0.13837563645439616,35
deepgazeiie,OutdoorNatural,model_cc,delta_center_distance,-0.46330532212885156,0.005064470401007843,35
deepgazeiie,OutdoorNatural,model_auc,delta_entropy,-0.3366946778711485,0.04795779409450278,35
deepgazeiie,OutdoorNatural,model_auc,delta_num_peaks,-0.18050199551772006,0.2994395820184745,35
deepgazeiie,OutdoorNatural,model_auc,delta_center_distance,-0.31456582633053226,0.06570305803690867,35
deepgazeiie,Pattern,model_nss,delta_entropy,0.06414565826330533,0.714300798287814,35
deepgazeiie,Pattern,model_nss,delta_num_peaks,0.035860233519675946,0.8379527772938045,35
deepgazeiie,Pattern,model_nss,delta_center_distance,0.10364145658263306,0.5535276714987678,35
deepgazeiie,Pattern,model_cc,delta_entropy,0.0025210084033613447,0.9885325340993036,35
deepgazeiie,Pattern,model_cc,delta_num_peaks,-0.051469982228240764,0.7690356674608587,35
deepgazeiie,Pattern,model_cc,delta_center_distance,0.010084033613445379,0.9541527197232413,35
deepgazeiie,Pattern,model_auc,delta_entropy,0.06022408963585435,0.7310996044236966,35
deepgazeiie,Pattern,model_auc,delta_num_peaks,0.18295750513371925,0.29280244999821364,35
deepgazeiie,Pattern,model_auc,delta_center_distance,0.2470588235294118,0.1524795741839751,35
deepgazeiie,Random,model_nss,delta_entropy,-0.34425770308123255,0.04286104549975795,35
deepgazeiie,Random,model_nss,delta_num_peaks,-0.05719470325434195,0.7441617661316127,35
deepgazeiie,Random,model_nss,delta_center_distance,-0.37675070028011204,0.02569026045055829,35
deepgazeiie,Random,model_cc,delta_entropy,-0.1557422969187675,0.37164811538795484,35
deepgazeiie,Random,model_cc,delta_num_peaks,0.03029620419908212,0.8628362220961574,35
deepgazeiie,Random,model_cc,delta_center_distance,-0.42352941176470593,0.011237511955802396,35
deepgazeiie,Random,model_auc,delta_entropy,-0.49439775910364153,0.002537297503258121,35
deepgazeiie,Random,model_auc,delta_num_peaks,-0.2376977890199013,0.1691413240629025,35
deepgazeiie,Random,model_auc,delta_center_distance,-0.25406162464985993,0.14081825154038652,35
deepgazeiie,Satelite,model_nss,delta_entropy,-0.215406162464986,0.2139674319209404,35
deepgazeiie,Satelite,model_nss,delta_num_peaks,0.03438623038875947,0.8445307973126763,35
deepgazeiie,Satelite,model_nss,delta_center_distance,-0.42633053221288525,0.010655758315321435,35
deepgazeiie,Satelite,model_cc,delta_entropy,-0.1689075630252101,0.33206004853574145,35
deepgazeiie,Satelite,model_cc,delta_num_peaks,0.1529059834910001,0.38052788760108947,35
deepgazeiie,Satelite,model_cc,delta_center_distance,-0.26022408963585436,0.13110913041566094,35
deepgazeiie,Satelite,model_auc,delta_entropy,-0.130812324929972,0.4538465052536944,35
deepgazeiie,Satelite,model_auc,delta_num_peaks,-0.028044507571160386,0.8729446620173129,35
deepgazeiie,Satelite,model_auc,delta_center_distance,-0.4092436974789916,0.014639811165244907,35
deepgazeiie,Sketch,model_nss,delta_entropy,-0.5546218487394958,0.0005452999065311339,35
deepgazeiie,Sketch,model_nss,delta_num_peaks,0.12166328934674696,0.48628938381276565,35
deepgazeiie,Sketch,model_nss,delta_center_distance,-0.2092436974789916,0.22768083476067302,35
deepgazeiie,Sketch,model_cc,delta_entropy,-0.4722689075630252,0.004176494696752703,35
deepgazeiie,Sketch,model_cc,delta_num_peaks,0.2028661336847843,0.24248933341732695,35
deepgazeiie,Sketch,model_cc,delta_center_distance,-0.3378151260504202,0.04717347540280071,35
deepgazeiie,Sketch,model_auc,delta_entropy,-0.6400560224089636,3.4658527761155374e-05,35
deepgazeiie,Sketch,model_auc,delta_num_peaks,0.22936983982289375,0.185025185354773,35
deepgazeiie,Sketch,model_auc,delta_center_distance,-0.1862745098039216,0.2839874926200461,35
deepgazeiie,Social,model_nss,delta_entropy,-0.4722689075630252,0.004176494696752703,35
deepgazeiie,Social,model_nss,delta_num_peaks,-0.14098458967018604,0.41918761057661047,35
deepgazeiie,Social,model_nss,delta_center_distance,-0.38907563025210085,0.020884326175714323,35
deepgazeiie,Social,model_cc,delta_entropy,-0.27815126050420175,0.10568146696286135,35
deepgazeiie,Social,model_cc,delta_num_peaks,-0.018684704655084896,0.9151580240196626,35
deepgazeiie,Social,model_cc,delta_center_distance,-0.3047619047619048,0.07505384180152676,35
deepgazeiie,Social,model_auc,delta_entropy,-0.43585434173669474,0.008864885321191082,35
deepgazeiie,Social,model_auc,delta_num_peaks,-0.02378053319738078,0.892139768152902,35
deepgazeiie,Social,model_auc,delta_center_distance,-0.6431372549019609,3.0889722715793246e-05,35
samresnet,Action,model_nss,delta_entropy,-0.8050420168067226,1.8319744471788598e-12,50
samresnet,Action,model_nss,delta_num_peaks,-0.5386391647707794,5.4553530363863854e-05,50
samresnet,Action,model_nss,delta_center_distance,-0.1408403361344538,0.3292743181105482,50
samresnet,Action,model_cc,delta_entropy,-0.7939015606242497,6.071427672472872e-12,50
samresnet,Action,model_cc,delta_num_peaks,-0.5474338620542424,3.8848672349432014e-05,50
samresnet,Action,model_cc,delta_center_distance,-0.27836734693877546,0.05029459306826428,50
samresnet,Action,model_auc,delta_entropy,-0.6199759903961585,1.5753437331444849e-06,50
samresnet,Action,model_auc,delta_num_peaks,-0.3181469727678944,0.024347880778075225,50
samresnet,Action,model_auc,delta_center_distance,-0.2103721488595438,0.1425399358196239,50
samresnet,Affective,model_nss,delta_entropy,-0.7948619447779111,5.49152139282219e-12,50
samresnet,Affective,model_nss,delta_num_peaks,-0.2153920053944344,0.13303920844796502,50
samresnet,Affective,model_nss,delta_center_distance,-0.22804321728691473,0.11120716442916799,50
samresnet,Affective,model_cc,delta_entropy,-0.8289555822328931,1.0571684028053179e-13,50
samresnet,Affective,model_cc,delta_num_peaks,-0.16376515906243508,0.25579006503517626,50
samresnet,Affective,model_cc,delta_center_distance,-0.27442977190876344,0.053775852294448166,50
samresnet,Affective,model_auc,delta_entropy,-0.7427130852340935,6.620304662551505e-10,50
samresnet,Affective,model_auc,delta_num_peaks,-0.060559491371768505,0.6761129667700245,50
samresnet,Affective,model_auc,delta_center_distance,-0.39553421368547415,0.0044683241623154225,50
samresnet,Art,model_nss,delta_entropy,-0.720720288115246,3.593974465739134e-09,50
samresnet,Art,model_nss,delta_num_peaks,-0.24529888701483338,0.0859799381649603,50
samresnet,Art,model_nss,delta_center_distance,-0.3354141656662665,0.017257252124780284,50
samresnet,Art,model_cc,delta_entropy,-0.7169747899159663,4.718691006175704e-09,50
samresnet,Art,model_cc,delta_num_peaks,-0.24035160184496301,0.09270422595515054,50
samresnet,Art,model_cc,delta_center_distance,-0.3485714285714286,0.013109520074756067,50
samresnet,Art,model_auc,delta_entropy,-0.7720048019207683,5.237252803276668e-11,50
samresnet,Art,model_auc,delta_num_peaks,-0.22008214221695055,0.12459902991462106,50
samresnet,Art,model_auc,delta_center_distance,-0.5419927971188475,4.798250455413052e-05,50
samresnet,BlackWhite,model_nss,delta_entropy,-0.7543337334933973,2.524200511379552e-10,50
samresnet,BlackWhite,model_nss,delta_num_peaks,-0.4663656493137719,0.0006410333725419369,50
samresnet,BlackWhite,model_nss,delta_center_distance,-0.3218727490996398,0.022640216095355513,50
samresnet,BlackWhite,model_cc,delta_entropy,-0.6556062424969987,2.3759739720182145e-07,50
samresnet,BlackWhite,model_cc,delta_num_peaks,-0.4180281422861957,0.0025211616987399666,50
samresnet,BlackWhite,model_cc,delta_center_distance,-0.324657863145258,0.02143052314134948,50
samresnet,BlackWhite,model_auc,delta_entropy,-0.48024009603841533,0.00041636344865235685,50
samresnet,BlackWhite,model_auc,delta_num_peaks,0.03469153088857854,0.8109709643256434,50
samresnet,BlackWhite,model_auc,delta_center_distance,-0.3806482593037215,0.006391231425979754,50
samresnet,Cartoon,model_nss,delta_entropy,-0.6761584633853541,7.092000896654679e-08,50
samresnet,Cartoon,model_nss,delta_num_peaks,-0.16815158530160385,0.2431006516800896,50
samresnet,Cartoon,model_nss,delta_center_distance,-0.1714765906362545,0.23377208557308893,50
samresnet,Cartoon,model_cc,delta_entropy,-0.6375510204081631,6.386236451763061e-07,50
samresnet,Cartoon,model_cc,delta_num_peaks,-0.06003698418366318,0.6787554170950229,50
samresnet,Cartoon,model_cc,delta_center_distance,-0.11279711884753903,0.4354400775517008,50
samresnet,Cartoon,model_auc,delta_entropy,-0.7034333733493396,1.2192745035952903e-08,50
samresnet,Cartoon,model_auc,delta_num_peaks,0.03650248638366722,0.801298462511347,50
samresnet,Cartoon,model_auc,delta_center_distance,-0.10914765906362545,0.45053212807355436,50
samresnet,Fractal,model_nss,delta_entropy,-0.5366146458583434,5.8909680413294326e-05,50
samresnet,Fractal,model_nss,delta_num_peaks,-0.05561692624607611,0.7012591699642008,50
samresnet,Fractal,model_nss,delta_center_distance,-0.07332533013205282,0.612817029853862,50
samresnet,Fractal,model_cc,delta_entropy,-0.6253541416566627,1.2021166642918634e-06,50
samresnet,Fractal,model_cc,delta_num_peaks,-0.03275539179604828,0.8213430492683519,50
samresnet,Fractal,model_cc,delta_center_distance,-0.1598559423769508,0.267468204682572,50
samresnet,Fractal,model_auc,delta_entropy,-0.638031212484994,6.22564281873702e-07,50
samresnet,Fractal,model_auc,delta_num_peaks,0.010278084815768815,0.9435245814132258,50
samresnet,Fractal,model_auc,delta_center_distance,-0.0914765906362545,0.5275151924652706,50
samresnet,Indoor,model_nss,delta_entropy,-0.4674669867947179,0.0006198570466169155,50
samresnet,Indoor,model_nss,delta_num_peaks,0.15086818173361885,0.2956453034450959,50
samresnet,Indoor,model_nss,delta_center_distance,-0.32984393757503,0.019322931803632874,50
samresnet,Indoor,model_cc,delta_entropy,-0.4440336134453781,0.0012372161098698888,50
samresnet,Indoor,model_cc,delta_num_peaks,0.21777661126400127,0.12869596418531937,50
samresnet,Indoor,model_cc,delta_center_distance,-0.38103241296518603,0.0063337449648724325,50
samresnet,Indoor,model_auc,delta_entropy,-0.5469867947178871,3.953405170537382e-05,50
samresnet,Indoor,model_auc,delta_num_peaks,0.2999111514628196,0.03434205197600722,50
samresnet,Indoor,model_auc,delta_center_distance,-0.43106842737094836,0.0017766676671046185,50
samresnet,Inverted,model_nss,delta_entropy,-0.7083313325330132,8.702746610269569e-09,50
samresnet,Inverted,model_nss,delta_num_peaks,-0.20175334562623665,0.16001413100247722,50
samresnet,Inverted,model_nss,delta_center_distance,-0.15803121248499397,0.2730388902522869,50
samresnet,Inverted,model_cc,delta_entropy,-0.6600240096038416,1.846600091786311e-07,50
samresnet,Inverted,model_cc,delta_num_peaks,-0.10798607642090001,0.45539523465941556,50
samresnet,Inverted,model_cc,delta_center_distance,-0.2506122448979592,0.07918953692045277,50
samresnet,Inverted,model_auc,delta_entropy,-0.599327731092437,4.2509193494719295e-06,50
samresnet,Inverted,model_auc,delta_num_peaks,-0.09429567082483395,0.5148139325232889,50
samresnet,Inverted,model_auc,delta_center_distance,-0.24254501800720288,0.0896742082442491,50
samresnet,Jumbled,model_nss,delta_entropy,-0.5490036014405761,3.652769273597557e-05,50
samresnet,Jumbled,model_nss,delta_num_peaks,-0.11743234106324518,0.41668529809511246,50
samresnet,Jumbled,model_nss,delta_center_distance,-0.44364945978391357,0.0012508092957214275,50
samresnet,Jumbled,model_cc,delta_entropy,-0.5469867947178871,3.953405170537382e-05,50
samresnet,Jumbled,model_cc,delta_num_peaks,-0.22180063436812525,0.12160990877730224,50
samresnet,Jumbled,model_cc,delta_center_distance,-0.35327731092436976,0.011849566194139512,50
samresnet,Jumbled,model_auc,delta_entropy,-0.7123649459783913,6.55842733606437e-09,50
samresnet,Jumbled,model_auc,delta_num_peaks,0.08717370103467895,0.5471953765763413,50
samresnet,Jumbled,model_auc,delta_center_distance,-0.5440096038415366,4.438900877628447e-05,50
samresnet,LineDrawing,model_nss,delta_entropy,-0.30698679471788715,0.03012213361429978,50
samresnet,LineDrawing,model_nss,delta_num_peaks,0.22189125989398295,0.1214537967807691,50
samresnet,LineDrawing,model_nss,delta_center_distance,-0.2640576230492197,0.06388483542217518,50
samresnet,LineDrawing,model_cc,delta_entropy,-0.3592316926770708,0.01040548343774172,50
samresnet,LineDrawing,model_cc,delta_num_peaks,-0.006198348316657385,0.9659241291641184,50
samresnet,LineDrawing,model_cc,delta_center_distance,-0.21623049219687873,0.13149966682156117,50
samresnet,LineDrawing,model_auc,delta_entropy,-0.3395438175270108,0.015849652171342647,50
samresnet,LineDrawing,model_auc,delta_num_peaks,0.42864701808450023,0.0018979424361834653,50
samresnet,LineDrawing,model_auc,delta_center_distance,-0.15418967587034815,0.2850161828280251,50
samresnet,LowResolution,model_nss,delta_entropy,-0.4071548619447779,0.0033407908171138767,50
samresnet,LowResolution,model_nss,delta_num_peaks,0.14894332802224922,0.30192113244274466,50
samresnet,LowResolution,model_nss,delta_center_distance,-0.5624489795918367,2.1274869669583374e-05,50
samresnet,LowResolution,model_cc,delta_entropy,-0.3833373349339736,0.005998195621480972,50
samresnet,LowResolution,model_cc,delta_num_peaks,0.09346782209974104,0.5185277485240978,50
samresnet,LowResolution,model_cc,delta_center_distance,-0.6330372148859543,8.09644217702108e-07,50
samresnet,LowResolution,model_auc,delta_entropy,-0.3857382953181272,0.0056652573188375995,50
samresnet,LowResolution,model_auc,delta_num_peaks,0.24236311938093183,0.08992251157971531,50
samresnet,LowResolution,model_auc,delta_center_distance,-0.47466986794717886,0.0004962081662593747,50
samresnet,Noisy,model_nss,delta_entropy,-0.6433133253301321,4.690805797980734e-07,50
samresnet,Noisy,model_nss,delta_num_peaks,-0.18970529768284802,0.1869988404842103,50
samresnet,Noisy,model_nss,delta_center_distance,-0.19884753901560623,0.1662451438859902,50
samresnet,Noisy,model_cc,delta_entropy,-0.6201680672268908,1.5603401904156996e-06,50
samresnet,Noisy,model_cc,delta_num_peaks,-0.2089208254299078,0.14537851932456913,50
samresnet,Noisy,model_cc,delta_center_distance,-0.24763505402160862,0.08294029728514515,50
samresnet,Noisy,model_auc,delta_entropy,-0.7451140456182472,5.447504681200046e-10,50
samresnet,Noisy,model_auc,delta_num_peaks,-0.11466866183057943,0.4278114214690727,50
samresnet,Noisy,model_auc,delta_center_distance,-0.38967587034813916,0.00515411398465411,50
samresnet,Object,model_nss,delta_entropy,-0.7002641056422568,1.5111313195491905e-08,50
samresnet,Object,model_nss,delta_num_peaks,-0.24162048077942827,0.09094182514058355,50
samresnet,Object,model_nss,delta_center_distance,-0.1036734693877551,0.47369839364716915,50
samresnet,Object,model_cc,delta_entropy,-0.5885714285714285,6.9401504560983455e-06,50
samresnet,Object,model_cc,delta_num_peaks,-0.3560874627238591,0.011147914086769942,50
samresnet,Object,model_cc,delta_center_distance,-0.21747899159663864,0.12923213578725973,50
samresnet,Object,model_auc,delta_entropy,-0.5199039615846338,0.00010904583959964232,50
samresnet,Object,model_auc,delta_num_peaks,-0.14498189946530132,0.3151051832661301,50
samresnet,Object,model_auc,delta_center_distance,-0.10396158463385353,0.4724635245370603,50
samresnet,OutdoorManMade,model_nss,delta_entropy,-0.6277551020408163,1.0636635803798967e-06,50
samresnet,OutdoorManMade,model_nss,delta_num_peaks,0.25244957500320603,0.0769423078357149,50
samresnet,OutdoorManMade,model_nss,delta_center_distance,-0.15303721488595437,0.28867544635981984,50
samresnet,OutdoorManMade,model_cc,delta_entropy,-0.5939495798319328,5.4436002795314875e-06,50
samresnet,OutdoorManMade,model_cc,delta_num_peaks,0.24221902715775648,0.09011958685356469,50
samresnet,OutdoorManMade,model_cc,delta_center_distance,-0.21853541416566627,0.12733653122093552,50
samresnet,OutdoorManMade,model_auc,delta_entropy,-0.4799519807923169,0.00042018963179606193,50
samresnet,OutdoorManMade,model_auc,delta_num_peaks,0.06368876264350289,0.6603691512270491,50
samresnet,OutdoorManMade,model_auc,delta_center_distance,-0.2552220888355342,0.07364687069536728,50
samresnet,OutdoorNatural,model_nss,delta_entropy,-0.7040096038415365,1.1722645758677607e-08,50
samresnet,OutdoorNatural,model_nss,delta_num_peaks,0.2795466564303797,0.049288302105446775,50
samresnet,OutdoorNatural,model_nss,delta_center_distance,-0.3097719087635054,0.028583960284307375,50
samresnet,OutdoorNatural,model_cc,delta_entropy,-0.5966386554621849,4.813130650078683e-06,50
samresnet,OutdoorNatural,model_cc,delta_num_peaks,0.1347068152013769,0.3509802755127458,50
samresnet,OutdoorNatural,model_cc,delta_center_distance,-0.2539735894357743,0.07511674187585675,50
samresnet,OutdoorNatural,model_auc,delta_entropy,-0.623625450180072,1.3119964518917267e-06,50
samresnet,OutdoorNatural,model_auc,delta_num_peaks,0.32545742838493097,0.021093477474825536,50
samresnet,OutdoorNatural,model_auc,delta_center_distance,-0.39150060024009603,0.004931252013916895,50
samresnet,Pattern,model_nss,delta_entropy,-0.5992316926770708,4.269901989659587e-06,50
samresnet,Pattern,model_nss,delta_num_peaks,-0.052313017265496635,0.7182489243159633,50
samresnet,Pattern,model_nss,delta_center_distance,-0.11078031212484994,0.44374524249389125,50
samresnet,Pattern,model_cc,delta_entropy,-0.5393037214885954,5.318931576181155e-05,50
samresnet,Pattern,model_cc,delta_num_peaks,0.31560745953564084,0.025572739387881585,50
samresnet,Pattern,model_cc,delta_center_distance,-0.1007923169267707,0.486141066886281,50
samresnet,Pattern,model_auc,delta_entropy,-0.34597839135654257,0.013851564396048281,50
samresnet,Pattern,model_auc,delta_num_peaks,-0.08488255418561301,0.5578159667468048,50
samresnet,Pattern,model_auc,delta_center_distance,-0.47409363745498195,0.0005052103545705479,50
samresnet,Random,model_nss,delta_entropy,-0.7830492196878751,1.8219402888201368e-11,50
samresnet,Random,model_nss,delta_num_peaks,-0.1965370714236398,0.1713242280855464,50
samresnet,Random,model_nss,delta_center_distance,-0.022521008403361343,0.8766326204036272,50
samresnet,Random,model_cc,delta_entropy,-0.7144777911164465,5.6443400409725114e-09,50
samresnet,Random,model_cc,delta_num_peaks,-0.1904373138305796,0.18527191121487774,50
samresnet,Random,model_cc,delta_center_distance,-0.1733013205282113,0.22875845435870848,50
samresnet,Random,model_auc,delta_entropy,-0.746266506602641,4.956988286477411e-10,50
samresnet,Random,model_auc,delta_num_peaks,-0.14500132420038334,0.3150396554567508,50
samresnet,Random,model_auc,delta_center_distance,-0.0453781512605042,0.7543433771682858,50
samresnet,Satelite,model_nss,delta_entropy,-0.38007202881152463,0.0064783132639392674,50
samresnet,Satelite,model_nss,delta_num_peaks,0.10086455622274214,0.4858270137929501,50
samresnet,Satelite,model_nss,delta_center_distance,-0.3407923169267707,0.015443841091802895,50
samresnet,Satelite,model_cc,delta_entropy,-0.38189675870348133,0.006206045046735882,50
samresnet,Satelite,model_cc,delta_num_peaks,0.14865514357589857,0.3028680686364396,50
samresnet,Satelite,model_cc,delta_center_distance,-0.29162064825930367,0.03989705391978194,50
samresnet,Satelite,model_auc,delta_entropy,-0.521344537815126,0.00010353871480669665,50
samresnet,Satelite,model_auc,delta_num_peaks,0.04231508287249325,0.7704582271592717,50
samresnet,Satelite,model_auc,delta_center_distance,-0.4271308523409364,0.001977574168753068,50
samresnet,Sketch,model_nss,delta_entropy,-0.6938295318127251,2.3167493998792575e-08,50
samresnet,Sketch,model_nss,delta_num_peaks,-0.18599625499997602,0.19592604539996403,50
samresnet,Sketch,model_nss,delta_center_distance,-0.4012965186074429,0.003873221094815566,50
samresnet,Sketch,model_cc,delta_entropy,-0.4661224489795918,0.0006457964823605133,50
samresnet,Sketch,model_cc,delta_num_peaks,-0.3596023644306276,0.0103208318113432,50
samresnet,Sketch,model_cc,delta_center_distance,-0.3635534213685474,0.00945475671513011,50
samresnet,Sketch,model_auc,delta_entropy,-0.3760384153661464,0.007117337865342395,50
samresnet,Sketch,model_auc,delta_num_peaks,0.18729289814095185,0.1927714490181997,50
samresnet,Sketch,model_auc,delta_center_distance,-0.6462905162064825,3.9894713222835525e-07,50
samresnet,Social,model_nss,delta_entropy,-0.6761584633853541,7.092000896654679e-08,50
samresnet,Social,model_nss,delta_num_peaks,-0.25459441270582817,0.07438296760483212,50
samresnet,Social,model_nss,delta_center_distance,-0.10924369747899158,0.45013133056791854,50
samresnet,Social,model_cc,delta_entropy,-0.5620648259303721,2.161305735849683e-05,50
samresnet,Social,model_cc,delta_num_peaks,-0.1065654665751136,0.46138148145224733,50
samresnet,Social,model_cc,delta_center_distance,-0.2674189675870348,0.060454662657559215,50
samresnet,Social,model_auc,delta_entropy,-0.5863625450180071,7.65855283977965e-06,50
samresnet,Social,model_auc,delta_num_peaks,-0.079996168551652,0.5807856352525016,50
samresnet,Social,model_auc,delta_center_distance,-0.18895558223289313,0.18877942614349422,50
transalnet,Action,model_nss,delta_entropy,-0.44086434573829525,0.001353418617132749,50
transalnet,Action,model_nss,delta_num_peaks,-0.137723404977733,0.3401973748567816,50
transalnet,Action,model_nss,delta_center_distance,-0.34348139255702276,0.014599769816461937,50
transalnet,Action,model_cc,delta_entropy,-0.5045378151260504,0.00018685664014501797,50
transalnet,Action,model_cc,delta_num_peaks,-0.14342163842351577,0.3203969172778756,50
transalnet,Action,model_cc,delta_center_distance,-0.6077791116446578,2.8556633084335173e-06,50
transalnet,Action,model_auc,delta_entropy,-0.47505402160864346,0.0004902874049377517,50
transalnet,Action,model_auc,delta_num_peaks,-0.12231885862854057,0.3974229365602885,50
transalnet,Action,model_auc,delta_center_distance,-0.3554861944777911,0.011294959761880557,50
transalnet,Affective,model_nss,delta_entropy,-0.6824009603841537,4.818986794636836e-08,50
transalnet,Affective,model_nss,delta_num_peaks,-0.3332553556309524,0.018034409105102588,50
transalnet,Affective,model_nss,delta_center_distance,-0.3302280912364946,0.01917404842487769,50
transalnet,Affective,model_cc,delta_entropy,-0.6037454981992797,3.4577008147710818e-06,50
transalnet,Affective,model_cc,delta_num_peaks,-0.26751044601558954,0.060363419676534844,50
transalnet,Affective,model_cc,delta_center_distance,-0.485906362545018,0.0003472384668953794,50
transalnet,Affective,model_auc,delta_entropy,-0.6609843937575028,1.7471741555775953e-07,50
transalnet,Affective,model_auc,delta_num_peaks,-0.2947916915011433,0.03769097165437642,50
transalnet,Affective,model_auc,delta_center_distance,-0.272797118847539,0.05527527429234331,50
transalnet,Art,model_nss,delta_entropy,-0.6908523409363745,2.8127582307495235e-08,50
transalnet,Art,model_nss,delta_num_peaks,-0.43132314581991515,0.0017643200676786194,50
transalnet,Art,model_nss,delta_center_distance,-0.5490996398559423,3.6389915757068815e-05,50
transalnet,Art,model_cc,delta_entropy,-0.720720288115246,3.593974465739134e-09,50
transalnet,Art,model_cc,delta_num_peaks,-0.48030864952582103,0.0004154577064243136,50
transalnet,Art,model_cc,delta_center_distance,-0.6612725090036015,1.7183371169113117e-07,50
transalnet,Art,model_auc,delta_entropy,-0.6726050420168067,8.800393015540492e-08,50
transalnet,Art,model_auc,delta_num_peaks,-0.44434094700160276,0.00122643643240664,50
transalnet,Art,model_auc,delta_center_distance,-0.5340216086434574,6.495449426406071e-05,50
transalnet,BlackWhite,model_nss,delta_entropy,-0.44288115246098436,0.001278396796997115,50
transalnet,BlackWhite,model_nss,delta_num_peaks,-0.19564714144044398,0.17331026058502133,50
transalnet,BlackWhite,model_nss,delta_center_distance,-0.1632172869147659,0.25740572990427296,50
transalnet,BlackWhite,model_cc,delta_entropy,-0.4422088835534213,0.0013029805124150622,50
transalnet,BlackWhite,model_cc,delta_num_peaks,-0.2662961584999092,0.06158362350506815,50
transalnet,BlackWhite,model_cc,delta_center_distance,-0.4228091236494598,0.0022210941919348828,50
transalnet,BlackWhite,model_auc,delta_entropy,-0.44729891956782714,0.0011269003262025048,50
transalnet,BlackWhite,model_auc,delta_num_peaks,-0.20331485045918454,0.15673723163014402,50
transalnet,BlackWhite,model_auc,delta_center_distance,-0.04979591836734694,0.7312843187919351,50
transalnet,Cartoon,model_nss,delta_entropy,-0.6965186074429772,1.940485755304458e-08,50
transalnet,Cartoon,model_nss,delta_num_peaks,-0.1963440945400545,0.171753481951038,50
transalnet,Cartoon,model_nss,delta_center_distance,-0.2337094837935174,0.10236657480681308,50
transalnet,Cartoon,model_cc,delta_entropy,-0.7503001200480192,3.548571065875906e-10,50
transalnet,Cartoon,model_cc,delta_num_peaks,-0.2634142735829394,0.06455876608347587,50
transalnet,Cartoon,model_cc,delta_center_distance,-0.47630252100840337,0.00047148270031495984,50
transalnet,Cartoon,model_auc,delta_entropy,-0.584249699879952,8.409532175008192e-06,50
transalnet,Cartoon,model_auc,delta_num_peaks,-0.16329083101748337,0.25718845221244857,50
transalnet,Cartoon,model_auc,delta_center_distance,-0.15390156062424967,0.28592813762721164,50
transalnet,Fractal,model_nss,delta_entropy,-0.531140456182473,7.233367950435913e-05,50
transalnet,Fractal,model_nss,delta_num_peaks,-0.2504395494743062,0.07940338933323447,50
transalnet,Fractal,model_nss,delta_center_distance,-0.5602400960384153,2.328812328439191e-05,50
transalnet,Fractal,model_cc,delta_entropy,-0.6037454981992797,3.4577008147710818e-06,50
transalnet,Fractal,model_cc,delta_num_peaks,-0.2380739463590522,0.09593423493441448,50
transalnet,Fractal,model_cc,delta_center_distance,-0.72984393757503,1.817283443210883e-09,50
transalnet,Fractal,model_auc,delta_entropy,-0.5515006002400961,3.309688913530916e-05,50
transalnet,Fractal,model_auc,delta_num_peaks,-0.2842645260891836,0.0454249378649977,50
transalnet,Fractal,model_auc,delta_center_distance,-0.5185594237695077,0.00011442580758624209,50
transalnet,Indoor,model_nss,delta_entropy,-0.4698679471788715,0.0005758602357127506,50
transalnet,Indoor,model_nss,delta_num_peaks,-0.19648600425645024,0.17143774510562307,50
transalnet,Indoor,model_nss,delta_center_distance,-0.5413205282112845,4.923841481878995e-05,50
transalnet,Indoor,model_cc,delta_entropy,-0.48177671068427363,0.000396483937945415,50
