model_name,category,image,threshold_ratio,neighborhood,model_num_peaks
deepgazeiie,Noisy,041,0.7,25,4
deepgazeiie,Noisy,043,0.7,25,12
deepgazeiie,Noisy,045,0.7,25,8
deepgazeiie,Noisy,047,0.7,25,4
deepgazeiie,Noisy,049,0.7,25,4
deepgazeiie,Noisy,051,0.7,25,12
deepgazeiie,Noisy,053,0.7,25,8
deepgazeiie,Noisy,055,0.7,25,4
deepgazeiie,Noisy,057,0.7,25,20
deepgazeiie,Noisy,059,0.7,25,4
deepgazeiie,Noisy,061,0.7,25,12
deepgazeiie,Noisy,063,0.7,25,8
deepgazeiie,Noisy,065,0.7,25,4
deepgazeiie,Noisy,067,0.7,25,16
deepgazeiie,Noisy,069,0.7,25,12
deepgazeiie,Object,001,0.7,25,8
deepgazeiie,Object,003,0.7,25,12
deepgazeiie,Object,005,0.7,25,4
deepgazeiie,Object,007,0.7,25,20
deepgazeiie,Object,009,0.7,25,8
deepgazeiie,Object,011,0.7,25,8
deepgazeiie,Object,013,0.7,25,8
deepgazeiie,Object,015,0.7,25,4
deepgazeiie,Object,017,0.7,25,4
deepgazeiie,Object,019,0.7,25,4
deepgazeiie,Object,021,0.7,25,12
deepgazeiie,Object,023,0.7,25,12
deepgazeiie,Object,025,0.7,25,8
deepgazeiie,Object,027,0.7,25,4
deepgazeiie,Object,029,0.7,25,4
deepgazeiie,Object,031,0.7,25,4
deepgazeiie,Object,033,0.7,25,4
deepgazeiie,Object,035,0.7,25,12
deepgazeiie,Object,037,0.7,25,4
deepgazeiie,Object,039,0.7,25,4
deepgazeiie,Object,041,0.7,25,4
deepgazeiie,Object,043,0.7,25,4
deepgazeiie,Object,045,0.7,25,4
deepgazeiie,Object,047,0.7,25,4
deepgazeiie,Object,049,0.7,25,4
deepgazeiie,Object,051,0.7,25,4
deepgazeiie,Object,053,0.7,25,4
deepgazeiie,Object,055,0.7,25,8
deepgazeiie,Object,057,0.7,25,4
deepgazeiie,Object,059,0.7,25,24
deepgazeiie,Object,061,0.7,25,4
deepgazeiie,Object,063,0.7,25,4
deepgazeiie,Object,065,0.7,25,4
deepgazeiie,Object,067,0.7,25,4
deepgazeiie,Object,069,0.7,25,20
deepgazeiie,OutdoorManMade,001,0.7,25,4
deepgazeiie,OutdoorManMade,003,0.7,25,4
deepgazeiie,OutdoorManMade,005,0.7,25,4
deepgazeiie,OutdoorManMade,007,0.7,25,8
deepgazeiie,OutdoorManMade,009,0.7,25,4
deepgazeiie,OutdoorManMade,011,0.7,25,4
deepgazeiie,OutdoorManMade,013,0.7,25,4
deepgazeiie,OutdoorManMade,015,0.7,25,4
deepgazeiie,OutdoorManMade,017,0.7,25,12
deepgazeiie,OutdoorManMade,019,0.7,25,4
deepgazeiie,OutdoorManMade,021,0.7,25,12
deepgazeiie,OutdoorManMade,023,0.7,25,8
deepgazeiie,OutdoorManMade,025,0.7,25,4
deepgazeiie,OutdoorManMade,027,0.7,25,12
deepgazeiie,OutdoorManMade,029,0.7,25,8
deepgazeiie,OutdoorManMade,031,0.7,25,4
deepgazeiie,OutdoorManMade,033,0.7,25,12
deepgazeiie,OutdoorManMade,035,0.7,25,16
deepgazeiie,OutdoorManMade,037,0.7,25,24
deepgazeiie,OutdoorManMade,039,0.7,25,8
deepgazeiie,OutdoorManMade,041,0.7,25,4
deepgazeiie,OutdoorManMade,043,0.7,25,8
deepgazeiie,OutdoorManMade,045,0.7,25,8
deepgazeiie,OutdoorManMade,047,0.7,25,4
deepgazeiie,OutdoorManMade,049,0.7,25,4
deepgazeiie,OutdoorManMade,051,0.7,25,8
deepgazeiie,OutdoorManMade,053,0.7,25,4
deepgazeiie,OutdoorManMade,055,0.7,25,4
deepgazeiie,OutdoorManMade,057,0.7,25,4
deepgazeiie,OutdoorManMade,059,0.7,25,12
deepgazeiie,OutdoorManMade,061,0.7,25,8
deepgazeiie,OutdoorManMade,063,0.7,25,4
deepgazeiie,OutdoorManMade,065,0.7,25,8
deepgazeiie,OutdoorManMade,067,0.7,25,4
deepgazeiie,OutdoorManMade,069,0.7,25,8
deepgazeiie,OutdoorNatural,001,0.7,25,8
deepgazeiie,OutdoorNatural,003,0.7,25,4
deepgazeiie,OutdoorNatural,005,0.7,25,8
deepgazeiie,OutdoorNatural,007,0.7,25,4
deepgazeiie,OutdoorNatural,009,0.7,25,16
deepgazeiie,OutdoorNatural,011,0.7,25,16
deepgazeiie,OutdoorNatural,013,0.7,25,4
deepgazeiie,OutdoorNatural,015,0.7,25,8
deepgazeiie,OutdoorNatural,017,0.7,25,4
deepgazeiie,OutdoorNatural,019,0.7,25,8
deepgazeiie,OutdoorNatural,021,0.7,25,12
deepgazeiie,OutdoorNatural,023,0.7,25,8
deepgazeiie,OutdoorNatural,025,0.7,25,4
deepgazeiie,OutdoorNatural,027,0.7,25,4
deepgazeiie,OutdoorNatural,029,0.7,25,4
deepgazeiie,OutdoorNatural,031,0.7,25,8
deepgazeiie,OutdoorNatural,033,0.7,25,4
deepgazeiie,OutdoorNatural,035,0.7,25,20
deepgazeiie,OutdoorNatural,037,0.7,25,8
deepgazeiie,OutdoorNatural,039,0.7,25,8
deepgazeiie,OutdoorNatural,041,0.7,25,32
deepgazeiie,OutdoorNatural,043,0.7,25,20
deepgazeiie,OutdoorNatural,045,0.7,25,8
deepgazeiie,OutdoorNatural,047,0.7,25,4
deepgazeiie,OutdoorNatural,049,0.7,25,8
deepgazeiie,OutdoorNatural,051,0.7,25,20
deepgazeiie,OutdoorNatural,053,0.7,25,4
deepgazeiie,OutdoorNatural,055,0.7,25,8
deepgazeiie,OutdoorNatural,057,0.7,25,4
deepgazeiie,OutdoorNatural,059,0.7,25,4
deepgazeiie,OutdoorNatural,061,0.7,25,4
deepgazeiie,OutdoorNatural,063,0.7,25,24
deepgazeiie,OutdoorNatural,065,0.7,25,12
deepgazeiie,OutdoorNatural,067,0.7,25,4
deepgazeiie,OutdoorNatural,069,0.7,25,4
deepgazeiie,Pattern,001,0.7,25,4
deepgazeiie,Pattern,003,0.7,25,16
deepgazeiie,Pattern,005,0.7,25,24
deepgazeiie,Pattern,007,0.7,25,8
deepgazeiie,Pattern,009,0.7,25,36
deepgazeiie,Pattern,011,0.7,25,16
deepgazeiie,Pattern,013,0.7,25,4
deepgazeiie,Pattern,015,0.7,25,4
deepgazeiie,Pattern,017,0.7,25,8
deepgazeiie,Pattern,019,0.7,25,20
deepgazeiie,Pattern,021,0.7,25,4
deepgazeiie,Pattern,023,0.7,25,52
deepgazeiie,Pattern,025,0.7,25,4
deepgazeiie,Pattern,027,0.7,25,8
deepgazeiie,Pattern,029,0.7,25,8
deepgazeiie,Pattern,031,0.7,25,4
deepgazeiie,Pattern,033,0.7,25,8
deepgazeiie,Pattern,035,0.7,25,4
deepgazeiie,Pattern,037,0.7,25,36
deepgazeiie,Pattern,039,0.7,25,16
deepgazeiie,Pattern,041,0.7,25,4
deepgazeiie,Pattern,043,0.7,25,8
deepgazeiie,Pattern,045,0.7,25,8
deepgazeiie,Pattern,047,0.7,25,12
deepgazeiie,Pattern,049,0.7,25,16
deepgazeiie,Pattern,051,0.7,25,8
deepgazeiie,Pattern,053,0.7,25,4
deepgazeiie,Pattern,055,0.7,25,16
deepgazeiie,Pattern,057,0.7,25,4
deepgazeiie,Pattern,059,0.7,25,12
deepgazeiie,Pattern,061,0.7,25,8
deepgazeiie,Pattern,063,0.7,25,4
deepgazeiie,Pattern,065,0.7,25,4
deepgazeiie,Pattern,067,0.7,25,4
deepgazeiie,Pattern,069,0.7,25,8
deepgazeiie,Random,001,0.7,25,12
deepgazeiie,Random,003,0.7,25,4
deepgazeiie,Random,005,0.7,25,32
deepgazeiie,Random,007,0.7,25,8
deepgazeiie,Random,009,0.7,25,16
deepgazeiie,Random,011,0.7,25,4
deepgazeiie,Random,013,0.7,25,4
deepgazeiie,Random,015,0.7,25,4
deepgazeiie,Random,017,0.7,25,4
deepgazeiie,Random,019,0.7,25,4
deepgazeiie,Random,021,0.7,25,4
deepgazeiie,Random,023,0.7,25,4
deepgazeiie,Random,025,0.7,25,4
deepgazeiie,Random,027,0.7,25,8
deepgazeiie,Random,029,0.7,25,4
deepgazeiie,Random,031,0.7,25,4
deepgazeiie,Random,033,0.7,25,12
deepgazeiie,Random,035,0.7,25,4
deepgazeiie,Random,037,0.7,25,4
deepgazeiie,Random,039,0.7,25,4
deepgazeiie,Random,041,0.7,25,8
deepgazeiie,Random,043,0.7,25,16
deepgazeiie,Random,045,0.7,25,4
deepgazeiie,Random,047,0.7,25,8
deepgazeiie,Random,049,0.7,25,4
deepgazeiie,Random,051,0.7,25,8
deepgazeiie,Random,053,0.7,25,12
deepgazeiie,Random,055,0.7,25,4
deepgazeiie,Random,057,0.7,25,4
deepgazeiie,Random,059,0.7,25,4
deepgazeiie,Random,061,0.7,25,20
deepgazeiie,Random,063,0.7,25,4
