category,image,model_entropy,model_center_distance,model_num_peaks,model_nss,model_cc,model_auc
Cartoon,069,13.152091026306152,260.1661933382044,64,3.0257279872894287,0.8435174355205075,0.9004412293434143
Cartoon,071,13.672358512878418,314.07869855577184,5,1.7925500869750977,0.7567571463797258,0.838670015335083
Cartoon,073,13.475584983825684,312.5711985353415,13,2.1017556190490723,0.7460662471153865,0.8901269435882568
Cartoon,075,13.40803337097168,364.35461369317767,38,2.047912359237671,0.7119510661819275,0.8839828372001648
Cartoon,077,13.738008499145508,340.14048374717146,243,1.916268229484558,0.7803684151117054,0.837664008140564
Cartoon,079,13.624929428100586,301.7727964032236,100,2.5965254306793213,0.8296554276782055,0.8678483366966248
Cartoon,081,13.505430221557617,343.64059848647673,42,3.046983003616333,0.8718410849669829,0.8730072379112244
Cartoon,083,13.635971069335938,411.8187559875398,246,1.8651361465454102,0.7239819064567796,0.8463687896728516
Cartoon,085,13.639272689819336,320.581507342427,132,1.8690379858016968,0.74672858909106,0.822242796421051
Cartoon,087,13.55675983428955,279.6225555212776,57,2.008225440979004,0.7479773036202394,0.8608207702636719
Cartoon,089,13.343975067138672,274.4894461203727,102,3.1139397621154785,0.8584593652805894,0.909938633441925
Cartoon,091,13.20241641998291,315.51033248922573,71,2.4910690784454346,0.81813889636003,0.8911973834037781
Cartoon,093,13.30210018157959,239.4098951306751,96,2.5541975498199463,0.8222983754119787,0.8799720406532288
Cartoon,095,13.092342376708984,216.6123296628509,131,2.658263683319092,0.859474358024822,0.9175242185592651
Cartoon,097,13.24928092956543,246.7321338178305,53,2.874703884124756,0.8631653804211585,0.8680970668792725
Cartoon,099,13.190377235412598,281.95399582006814,91,2.701911211013794,0.771137915072514,0.9211083650588989
Fractal,001,13.20255184173584,223.07184254778912,71,2.4475066661834717,0.78759699671404,0.8957407474517822
Fractal,003,13.340049743652344,247.19495479922733,93,2.401007652282715,0.800892201216183,0.8785378336906433
Fractal,005,12.591784477233887,165.6651322126521,6,2.921900987625122,0.8165040784181852,0.8609368205070496
Fractal,007,13.274959564208984,247.60934004876339,302,2.3660495281219482,0.7687301093968517,0.8613796234130859
Fractal,009,13.518132209777832,293.7839261883006,146,2.0792250633239746,0.692088213063667,0.8362972736358643
Fractal,011,13.608376502990723,296.5615637860189,119,1.5680721998214722,0.6404252597345589,0.8053922653198242
Fractal,013,12.776324272155762,181.08226469202293,47,2.9473447799682617,0.7478437243467417,0.926976203918457
Fractal,015,13.228883743286133,229.5786442154687,116,3.761759042739868,0.8672328033169637,0.882453441619873
Fractal,017,13.014032363891602,205.39363606597627,2,2.7033700942993164,0.8407671985416355,0.8679925799369812
Fractal,019,13.076872825622559,231.29825166166256,66,3.783552646636963,0.8560384255832427,0.8968708515167236
Fractal,021,13.563153266906738,274.3833201204323,158,2.238785982131958,0.7949429056181643,0.8246359825134277
Fractal,023,13.065738677978516,236.14465995493856,3,2.9882209300994873,0.871797468877614,0.8888987302780151
Fractal,025,13.434094429016113,250.3328129625281,78,2.424579381942749,0.8512210252210682,0.8670305013656616
Fractal,027,13.393409729003906,271.35130584217865,184,2.733757972717285,0.8373930604395601,0.9016181230545044
Fractal,029,13.538293838500977,268.4568261804172,88,2.597930669784546,0.7652654815453132,0.8414365649223328
Fractal,031,13.295726776123047,233.6474325854445,123,2.5472006797790527,0.8171276121565929,0.8928794264793396
Fractal,033,13.228883743286133,229.5786442154687,116,3.5332155227661133,0.8308210785675388,0.86493980884552
Fractal,035,13.262927055358887,243.44627540465854,1,3.233893632888794,0.8576373149546626,0.8893560171127319
Fractal,037,13.386309623718262,254.34828587618145,271,2.156787633895874,0.8158513232743656,0.8812575340270996
Fractal,039,13.411038398742676,269.36204783701737,60,2.4746267795562744,0.8053715144168111,0.8956612348556519
Fractal,041,13.498257637023926,276.7534700117166,88,2.221329927444458,0.7532443386732537,0.8419513702392578
