model,num_images,num_categories,model_entropy,model_center_distance,model_num_peaks,model_nss,model_cc,model_auc
samresnet,1000,20,13.23990818977356,263.64618110037947,96.286,2.522191947340965,0.7913834793222133,0.8790569439530372
