model,num_images,num_categories,model_entropy,model_center_distance,model_num_peaks,model_nss,model_cc,model_auc
center_bias_baseline,1000,20,13.587533950805664,265.9974553741141,1.0,1.6814903768897056,0.5441026350615461,0.8411922434568405
